text,true_label,pred_label,prob_toxic,language
Nhìn mặt con linh.mỏ nó như cá lao  kiếng,0,1,0.822021431187733,vi
Căn bệnh nan y không thể dứt. Ta nói nầy là cái chết được báo trước ặc ặc ặc,0,1,0.8027605258485163,vi
chung may lam on doc ki di.Nuoc thai da qua su ly moi duoc chpo phep. Vl bao chi,0,1,0.8003690047759434,vi
vãi cả vuốt má nhau ạ :),0,1,0.7970170192640547,vi
Thằng nào kêu tao dạng háng leo rank là ăn ban nha 😣,0,1,0.7935568374268293,vi
Cc haha,0,1,0.7739180470021787,vi
cú có gai anh ư,0,1,0.7485683076926551,vi
Hiền Mẹ Tien Vu haizzzz,0,1,0.7466169807131031,vi
"Nguyễn Thuận không hay thì nói không hay , ý kiến cái đéo gì ?",0,1,0.7453666938903302,vi
Con lây mẹ,0,1,0.736154647835848,vi
Được vãi loz a ơiiii,0,1,0.7303218242837229,vi
"Chính trị là trò chơi mà nước nào cũng có kể cả mỹ, quan trọng có đấu đá để diệt bớt quan tham lạm quyền chứ thật ra k bao giờ hết.",0,1,0.728238706708401,vi
riết thấy xàm dislike page cái kiểu muốn lấy độc trị độc này tao quem quá,0,1,0.7161233601585387,vi
Từ khi theo dõi cái page này... thì thấy cái clip này là ý nghĩa nhất.... nhưng mà tao cứ thấy nó xàm lồn sao sao ý 😂😂😂,0,1,0.7098436711029859,vi
"Tuổi 17 bẻ gãy sừng trâu, lên 18 thì càng lên level. Đề nghị các bạn đái nhẹ, ị khẽ, địt duyên! Khéo lại bể tường... 😓😓😓",0,1,0.7072576759870578,vi
Xl abe 😅,0,1,0.7056195007169855,vi
"Cái đó là chuyện ở dưới huyện, trên chính phủ sao nắm đc mà vơ đũa, nếu họ làm từ tròn vai đến tốt thì cả họ cả làng làm quan thif khó mà lên tiếng, còn.một khi tắc trách thì m cứ mà tự do mà khiếu nại, lúc đó ai bảo m phản động ???",0,1,0.7017281405915531,vi
"ông này ổng chửi xéo dân ý thức kém, thế mà bọn mày vẫn ngồi chửi đc : ))",0,1,0.696266423235691,vi
Cả thế giới đang cầu nguyện cho dân chúng bình an - báo toàn đăng mấy tin k liên quan ... haizzz chuyện tc của họ kệ đi soi mói vừa,0,1,0.693466525957779,vi
K phải khen chứ phim dỡ vkl,0,1,0.6920012326593327,vi
"Nhìn các bạn ấy đá bóng mà mến phục. Thầm nghĩ, ở nước mình, từ chính trị, kinh tế, giáo dục, y tế ,giao thông mà cứ làm như bóng đá nữ ,chắc chắn nước ta sẽ không tụt hậu tận đáy đến thế, và dân cũng không oán hận ...đến thế.",0,1,0.6908083247303664,vi
Thái Long đm lổ t quả quần cái,0,1,0.6903351602100378,vi
Hiệp Nguyễn thẳng vl,0,1,0.6861145500663035,vi
Đuổi mẹ nó đi thầy,0,1,0.6802161842092974,vi
Nguyen Xuan Thanh hít keo chó là ngáo keo chó chứ😂,0,1,0.6738727340044696,vi
Như kiểu vừa ị đái xong quên kéo quần 🤣🤣 phong cách vl,0,1,0.6703477904747294,vi
Trèo cao ngã đau nhé thầy ngu,0,1,0.6669359095702289,vi
"Đúng là nhiều lúc trong cs cần có chỗ để xả, vì ngoài đời không thể chửi đc. Cam ơn ý tương hay vl. Địt mẹ ad ( chửi cho vui )",0,1,0.6609205729532363,vi
Hiếu Bến Tre thế tụi haha có đạo đức tốt ko :) còn có thằng còn tự thả haha vào cả cmt của mình :),0,1,0.6602774059246114,vi
"Chuẩn bị giảm lương, tăng giờ làm, hết vốn hỗ trợ ODA rồi còn thêm đường ống nước Sông Đà do Mẫu Quốc làm, rồi biển thì bán dần vì Dân không biết cột mốc ở đâu, thằng nào giỏi thì chỉ có chết cứ ngu như thí chủ thì sống nham nhở cũng vui",0,1,0.6565283380643221,vi
Má 4h sáng nghe kể cũng phiêu lắm...thôi đéo nghe 🤭🤭sợ vl,0,1,0.6482191286987864,vi
Ôi VN là đất nước có quan chức chơi rất sang và những người dân rất rộng lượng... Hậu quả thế nào thì chỉ cần xin rút kinh nghiệm thôi là dân bỏ qua hết.,0,1,0.6470872685964147,vi
Con năm nay mười ba tuổi con xin má cho con được gọi bắng má nhá  con có ba có mẹ nhưng ba con đã bỏ mẹ con con lúc con vùa hai tuổi mẹ con để con ở với ngoại đi làm ở malaysa  rồi lấy chồng bên đó và không về nuôi con được  nên con ở với bà ngoại ngoại con bị mù một mắt bán vé số nuôi conđên nay con bị bỏ học rồivi ngoại con đau chân không đi được,0,1,0.633933752598956,vi
Tội nghiệp dân đen chúng con,0,1,0.6264863608409549,vi
Mình rảnh vl,0,1,0.623688933962466,vi
"Vấn đề ở đây là chất lượng thua xa giá tiền mình bỏ ra chứ cũg thừa bít là hàng giả, phải thơm thơm xíu ai nói gì, với lại con nhỏ bạn a nó mua chứ k phải a nhé, tại comment cho mn biết để tránh thoi, chứ ở đây cũg k có rảnh tranh luận mấy cái vở vẩn này đâu, mấy đứa bớt thể hiện, bớt tỏa ra mình khôn đi",0,1,0.6232412223134715,vi
hop ly vl,0,1,0.623149587476158,vi
"tao thấy, cô Lan sao tao cũng thích =)) Miệng vậy thôi chứ đ như mấy con nhẹ nhàng dịu dàng mà trong tâm như cức",0,1,0.6209805910206078,vi
"nữ sinh chạm vào mà CA đi tù 9 tháng, CA chạm vào má chị bán hàng rong chảy máu tạm đình chỉ =]]z báo còn viết thêm chị ấy chăn dắt ăn xin mới ghê",0,1,0.6194375768321455,vi
cái này nhai đi nhai lại quài chán vl ấy,0,1,0.6151864650815788,vi
Dỗi vl . Cay vl :)),0,1,0.6102113045946904,vi
Cac ban thay kg con nay kg bao gio xin loi that long no lai chui nua thay kg cac ban vay thi cac ban co tin va tha thu cho no duoc kg,0,1,0.6090769642284715,vi
Thằng anh nó làm gì thì thằng em cũng chỉ dám nói chứ đánh nó nó phang cho lại chết cả nhà,0,1,0.6048385341806345,vi
nó chụp mấy thằng cớm từ góc chuẩn vãi. nhìn như đang hành sự đi bắt tội phạm :)),0,1,0.6016075218009279,vi
"Và chúng nó nghĩ rằng đây là ""Sáng Tạo"" chứ ko phải ""Ngu Si"" hay ""Giết Người"" 😡😡😡",0,1,0.5895536349316641,vi
đưa dùm cái quyết định sử phạt sinh viên ko đóng bảo hiềm dùm nhá. đừng có sủa bậy ở đây,0,1,0.58143088644593,vi
Sờ má đồ !,0,1,0.5746474781275421,vi
Lê Hải Long thế sao dân VN k ăn chó trong mấy trang trại nuôi mà phải lén lút trộm chó thế hả bạn,0,1,0.5726473581360499,vi
"T1,tranh chấp ở 1 vùng chiến lược như biển đông không phải là chuyện đơn giản,mặc dù hàng ngày húc nhau ầm ầm,đặc công mình và người nhái của nó xin nhau tí tiết là chuyện thường ngày ở huyện nhưng trước mặt bàn dân thiên hạ việt nam đang đóng vai thằn",0,1,0.5719654972583837,vi
"Đừng nghe những gì cộng sản nói , hãy nhìn những gì cộng sản làm",0,1,0.5711396954428697,vi
Kệ mẹ nó!nhà bao việc,0,1,0.5694034162820077,vi
dàn pc này sau này cũng là của t ngu gì mà đập,0,1,0.5656320682248714,vi
"xăng tăng, điện tăng, nước tăng, người dân chỉ biết than biết trách, chứ đứng lên đòi quyền lợi là bị gô cổ vào nhà đá vì tội phản động chống đối ngay",0,1,0.5541667535429783,vi
Haizzz thằng này nguy hiểm,0,1,0.5536702527250711,vi
Lưu Mạnh Thắng át hết vocal rồi emd mà luyến láy vậy thì hơi sai,0,1,0.5514297789160669,vi
"Hắc lào - lang ben ko chỉ gây MẤT THẨM MĨ mà còn gây ra sự NGỨA NGÁY, KHÓ CHỊU cho người bị.",0,1,0.5430826273732275,vi
@Linh Kute con mẹ hường xinh ghê í.cho làm làm quen hey,0,1,0.5344225645851349,vi
"mới gặp face lần đầu nhưng cảm giác kết rồi đấy, ĐKM admin phát làm quen nhé :v, cơ mà cái tên admin vl thật :p lẽ ra 4 chữ T luôn cho nó hoành tráng lệ",0,1,0.5339249976189252,vi
"Thay vì đi làm tóc , tốn tgian , có khi còn đ ra gì ,t mua mẹ bộ tóc giả về cho nhanh =)))",0,1,0.5286297356724172,vi
"Thôi m ơi,chết vì corona lại mang tiếng đất nước mình",0,1,0.5257816685545542,vi
Tủn 3K bán hàng giả có tiếng az..mấy hàng đó hợp với mấy đứa ranh như tụi m ok ^^,0,1,0.5245215427085667,vi
Nguyễn Đăng Khoa burn real là gì dmm đọc méo hiểu,0,1,0.524284762760331,vi
Giọng tớ như cac haha 😂🤭,0,1,0.5142826537664472,vi
"chửi có phong cách , chửi văn hoa , chửi tế nhị vkl :))",0,1,0.5139200640658428,vi
Abe tính cả rồi đánh VCSA xong bán suất trả nợ cho sena,0,1,0.5070534373144465,vi
Em thích ad vl luôn :)) chửi có văn hoá của người chửi,0,1,0.5025125871101414,vi
tiec cho gd bac sy qua .con vi rut nay that nguy h .on troi nuoc Việt Nam! minh con may man nheu,0,1,0.5006859970437262,vi
@Tủn 3K  hàng f1 😂😂 hàng fake loại 1 thì nói đại đi 😂😂,0,1,0.49741501683679995,vi
"Nói quá đúng , chỉ buồn con người VN hiện giờ đã quá sợ hãi trước sự tàn ác của cs nên họ bịt tai ,bịt mắt ,bịt miệng trước nỗi đau của đồng bào ,đồng loại nhưng họ ko hiểu rằng ""hôm nay là chuyện đã xãy ra với anh ấy , ngay mai nó sẽ xảy ra là chính mình"" . Bởi thế có bịt tai ,bịt mắt cũng vô ích , hãy liên kết để hành động vì sự thật ,vì lẽ phải.",0,1,0.4941499606830839,vi
Tot nhat la tong no vao tu cho sach se,0,1,0.4934708929520577,vi
K cần xử bắn. Để từ từ k chữa bệnh cho nó chết thấm với bệnh luôn,0,1,0.49283782354660216,vi
"Vu Tien Dat mày tên Đạt , ở nhà mẹ mày gọi mày là Phát",0,1,0.4921963998251923,vi
nhìn thấy chú Tự Long mặc đồ vàng chứ không phải bác Quốc Khánh là thấy sai vcl sai rồi =))))),0,1,0.4881428506060088,vi
nói chuyện nghe Tây vkl :)),0,1,0.48434159123405474,vi
Trịnh Nam Long sống nước này nước kia. Nhưng quốc tịch VN. Người VN ko lẻ bỏ cho chết trên đất khách à. Lỡ như người đó là con cái hay vợ của bạn thì như thế nào.,0,1,0.4832622295928846,vi
Tuấn thượng đẳng :)),0,1,0.48091329986949644,vi
Con nhìn thấy má con rất nhớ mẹ con má rất đẹp,0,1,0.4793546342269071,vi
Nhìn chúng nó cmt mà đắng bạn à =))))))),0,1,0.4779642126527719,vi
Mặc dù em đéo có người yêu nhưng vẫn thấy anh nói đúng vlon 😪,0,1,0.4734949632249184,vi
Hùng Đỗ  . Đó la chuyện rieng tu người ta ban oi ko nên sen vào . Sen vo noi tao lao,0,1,0.47276275551498914,vi
Tạ Trần Yến Nhi bị thế đ nào đc,0,1,0.46125688147072313,vi
Con mắt nó bj gi vậy  cà,0,1,0.4591970541873483,vi
Xã hội cong đều,0,1,0.45834486138325614,vi
Me  hẵng kích cỡ làm lần ...tự nhiên may cho khít xong nới ra... bà diễn tả tui thấy hàng họ tui tan nát vì bà quá,0,1,0.45771730126507965,vi
Đại hội vạch mặt con bạn thân cũ. 😂,0,1,0.45581417627419984,vi
Củng là cháu của ba tu bán chao lòng cháo quyét hahaha dm chi ba bong ỏ gân kho mìn nô banh nhà lòng luon haha,0,1,0.45472955548137356,vi
Dữ,0,1,0.45338838526131847,vi
Nghĩ mà chán🤣,0,1,0.45280725214123835,vi
Hãy bắt thằng hô hào chống tham nhũng đầu tiên..,0,1,0.4494921676905344,vi
Hành xử như côn đồ,0,1,0.4444304633198604,vi
Giống bait vl 🙂,0,1,0.4443186469560085,vi
"Thua cả trung quốc , thế mà suốt ngày chửi người ta.",0,1,0.44169704408748717,vi
Cái này là có thật nha m .n chó vào nhà là giàu sang sung sướng mèo vào nhà là nghèo quanh năm,0,1,0.4409657414133518,vi
Cực kì thuyế...hác xì....á chết mẹ..,0,1,0.4409132346118699,vi
Thay mặt dân tộc Việt Nam! Chúng tôi rất cảm ơn trung của đã tăng cường phòng thủ đường biển cho Việt Nam! Thế này đố thằng nào đam đánh Việt Nam! Nữa,0,1,0.4394835370885027,vi
Giang Thanh :)) núp vcl,0,1,0.43285321120675774,vi
Thật là ngược đời! Tất cả tài sản của họ đều lấy của dân vậy mà lại đi ơn đảng!,0,1,0.4323212188943537,vi
bê lon chạy xung quanh :)),0,1,0.43117906428557373,vi
"anh độ chơi đá từ bé,bảo sao không tưởng tượng ra có thằng đánh,chém mình :)))",0,1,0.4295770943481953,vi
Cuốn vl,0,1,0.42947993183274696,vi
Ưng vl =)),0,1,0.42604165760247725,vi
"Day la 1 hinh thuc kinh doanh moi, day suc sang tao. Vua giai quyet nhu cau thoat hiem va PCCC, vua lam tang doanh thu cua mo hinh karaoke. Can dc nhan rong :)",0,1,0.4255246280835674,vi
"Tôi ko nghĩ như vậy, hành động bỏ giáp rút lui trước những người biểu tình quá khích ở Bình Thuận là hành động khôn ngoan. Với dân là vậy, còn với quá kích thì đây:",0,1,0.42440653754339513,vi
Theo e nghĩ cả cty vs a này là sai. Chả cần đến bên an toàn thực phẩm làm con mẹ zi. Vì có đem tới kiểm nghị thì chả khác nào làm giàu cho máy cha đó. Đơn gian điện thoại thẳng cty đó. Nói tui có 1 chai nước do cty a sản xuất có con ruồi. Tui bán lại c,0,1,0.4222525992060846,vi
"Có gì đâu , mấy chú vô làm visa bên tls tq đi , cả ấn cam đức nữa :)) cách nó làm việc vẫn ko theo h Việt Nam nhé , mắc mệt , toàn lũ chưa vào tới đã tỏ ra am hiểu",0,1,0.42201341614550536,vi
hard làm cc gì nưax thầy. Cứ đanh Man Phi Te như vậy là ok rồi. Chắc chắn lên vcsA,0,1,0.4217291613658874,vi
Đàn bà mắt bạn bị sau dạ,0,1,0.42101298467396003,vi
Cứng vl a ưi,0,1,0.41779472116815936,vi
đoạn đầu tưởng thầy cướp giật đồ,0,1,0.4158902832766164,vi
Co cang da mat o chi,0,1,0.4151904578024714,vi
Anh Trung weeboo =))),0,1,0.4136044568985057,vi
"Giao thông kinh dị bậc nhất TG. Mấy anh Tây lúc trước ở cùng phòng ksạn hay bẩu môn thể thao mạo hiểm, giao thông điên cmn rồ :))",0,1,0.40737095959469083,vi
Rất tin tưởng sự lãnh đạo của đảng nhưng trường hợp của con nhung thì phải xử lý thật nghiêm bỏ tù ngay,0,1,0.4040701183430282,vi
Mình có cách giảm mỡ bụng an toàn hiệu quả tại nhà hoàn toàn từ thiên nhiên. M đã áp dụng thành công vòng eo từ 85cm xuống còn 65cm. Ai hóng thì ib m chỉ cho nhé. ( K uống thuốc) m mách 10 người giảm cả 10,0,1,0.40324773012489223,vi
Ma.o.cay.lay.ma.tuon.ma.o.co.chi.chua,0,1,0.40318860347690894,vi
thầy và các đồ đệ ! chỉ là dân chúng dọn nhà thôi mà ngươi làm ta giật thót mình ! tộ sư,0,1,0.40260142398699506,vi
Quốc Huy nhạc nó khớp vl e à,0,1,0.4020031329988074,vi
Xàm quá. Đó là phá hoại chứ giỏi cái gì,0,1,0.4012889842116047,vi
Đm đứa nào like cmt tao đấy,0,1,0.4012074730285647,vi
Dân streetwear nhìn phát biết phối đồ của thằng đằng sau đẹp vc luôn :))),0,1,0.39926752845054736,vi
Cách làm ān cüa csvn !!!!,0,1,0.3971882036085475,vi
"Đố mấy bạn ...có bao nhiêu chữ ""Đụ"" 😁😁",0,1,0.3966732686605794,vi
Hoan ho bac TRAN DAN...nguoi viet phai yeu nuoc VIET...bat tay nhau xay dung mot dat nuoc hung cuong...,0,1,0.39526805376843505,vi
Bắt con Nhung chi ra nhà nó giàu mà,0,1,0.39478387190603886,vi
Bà ba vàng ngọc kêu chửi bã mới trả nợ,0,1,0.39405366494199184,vi
A Lân xem quyền tổ mà mặt đần thối thế là thế nào?,0,1,0.3921923216005539,vi
Thấy chúng nó fan cứng nói j đấy hay vl ra mà mình là fan cứng cmt nhạt vl :((,0,1,0.3907571283739761,vi
Cái gì độc quyền cũng đều không tốt cho dân.,0,1,0.38221649401630603,vi
Đây là thầy giáo ba. Đẹp trai Vl . Ý tau là thằng ở phía dưới góc phải đó,0,1,0.3820418454249108,vi
Khoe cho qua tượng đau qua ra la một con b d co chi một cay dinh ở giữa han,0,1,0.38006820973880845,vi
12h đêm cừi như 1 con điên😂😂😂🤣🤣,0,1,0.37963157942824227,vi
Bui Hoang lại mất quan điểm,0,1,0.3782170036138855,vi
"đéo quan tâm,làm tới 10 đời nữa éo biết đủ tiền 1/10 chiếc xe không 😂",0,1,0.37468568127433316,vi
liu liu,0,1,0.37345507480434015,vi
Kristen Stewart mà đóng vai chính thì tao thấy phim sẽ chẳng có ji là hay lắm 🙁,0,1,0.37308198328467057,vi
Bọn mù quáng 😌😌😌 dịch như này bọn nó ở nhà cày view....,0,1,0.3713078617370284,vi
"Dù sao đi chăng nữa, thì cái ác phải bị lên án..cho dù có bị chìm xuồng vẫn vui. .. vì chí ít cũng còn một chút nhân tính.. . trong xã hội dã nhân... Kkk..",0,1,0.3701817116328244,vi
Nổ,0,1,0.3697657247934101,vi
Cái này con quỷ chứ con trai gì 🤣,0,1,0.36970609592362064,vi
Mặt như v sao dám khẩu nghiệp nữa,0,1,0.36843525385831427,vi
#ERROR!,0,1,0.3644384944921224,vi
Dơ nhưng t thích,0,1,0.3638072405064325,vi
