text,true_label,pred_label,prob_toxic,language
"TIN VUI ,ĐANG CÔNG SAN VN BI NHIÊM VIRUS CORONA CHÊT GÂN HÊT RÔI HAHAHA😂😅😃😆👍👍👏👏",1,0,0.08463097421940657,vi
mai ông Hùng King về bẻ cổ chúng nó !,1,0,0.08478669797602369,vi
Mẩn Phan đọc xong động lực trôi ngược mẹ hết ráo,1,0,0.08571062650486456,vi
Trần Dần đã đạt cảnh giới cao nhất của thần quyền là...thần kinh,1,0,0.08644364611554713,vi
Tiến Chiểu chúng giàu có thiệt nhưng có giúp đỡ ai đâu có gì là chúng nó bay đi trốn hết ak,1,0,0.08683480282754179,vi
"Rõ là nhà vệ sinh có nước có vòi xịt đầy đủ mà nhiều thành phần cứ suy nghĩ là đồ công cộng nên méo cần phải kỹ,lạ lùng zị đó.",1,0,0.0881294740808407,vi
Em chửi bỏ mẹ chúng nó đi cái nich em chửi trần dần anh nghe xương quá nhất là quả quyền èm sàng hay gữi luôn cảm ơn nhé xêm buôn cười quá đi,1,0,0.09198900539946724,vi
Chả bù cho K-ATM tí nào😩,1,0,0.09241466324537174,vi
Người du lịch ko muốn quay lại. Đi 1 lần là muốn chửi thề rồi.,1,0,0.09461305910988738,vi
Ơ tưởng thầy chơi gay 😢,1,0,0.09647670452774597,vi
Hàm ông này là ông nào mà bodoi vậy,1,0,0.09823720936126551,vi
Bác nói thế nhưng cấp dưới bác họ có làm theo hay không thôi mà hay nại đục nước béo cò,1,0,0.09986246772340317,vi
Đi cách ly chứ đâu phải đi du lịch😉,1,0,0.10241383630338306,vi
vay cho con cháu du học xây nhà mà :v,1,0,0.10525608190113615,vi
Nghe giọng nứkg quá Abe :)),1,0,0.10630996056407903,vi
A méo nên về nước thì mới đúng,1,0,0.10842504980703083,vi
"Nguyễn Hữu Minh mua đôi này hàng fake đủ mua bitis real cmnr , chất lượng ăn đứt con hàng dởm này",1,0,0.11687636284309198,vi
"Cần nhân giống bò này gấp ,để sau này đi nghiêm thu công trình .Cứ cột mỗi con 1 cột điện,nếu kéo không đổ thì chất lượng công trình oke....",1,0,0.11721543831328711,vi
"Nhìn là đéo muốn xem rồi, dự là sẽ có những yếu tố bắt buộc phải cười",1,0,0.12092714300493239,vi
Cứ như mấy ông trại tâm thần nghịch kiến ấy nhỉ,1,0,0.12350593466700634,vi
Khiêu dâm hay gì,1,0,0.12438968295159564,vi
Trong một diễn biến khác. Lại có cờ mẫu quốc phấp phới đâu đây,1,0,0.12449737107314622,vi
Ncc,1,0,0.12577874082426996,vi
Nghe như cặv,1,0,0.1292485555184366,vi
Anh sinh viên nghèo Hải Phòng và Con cave già Sa Đéc !,1,0,0.13170249739155496,vi
"Tui nghĩ là xe Merc sẽ có camera hành trình phía sau lưu lại xe nào quay được cảnh này. Tội cắt ghép clip này là bôi nhọ lãnh đạo, vu khống, xuyên tạc chứ ít gì.",1,0,0.13213591798422436,vi
Ai đánh moá bóng già này thì hú tui đánh tiếp,1,0,0.13233205364764244,vi
Đc vãi đái anh ưiii,1,0,0.13252502773532956,vi
Nghe giọng lứng quá abe,1,0,0.13659960174809876,vi
Dell hiểu kiểu j,1,0,0.13731286651226202,vi
"Đeos thân nó thì thân ai , đợi myz nó giúp á có mà đến mùa quýt . Tốt nhất cố mà tự thân vận đôngn",1,0,0.13811122092448372,vi
dân gian người ta gọi là mặt dầy,1,0,0.13946733472858533,vi
Chị gặp con linh lóc chi đánh cho nó te tua ra nhé,1,0,0.13979253271985345,vi
Ăn cướp trắng trợn,1,0,0.14029086922871628,vi
Chưa chiếu đã quảng cáo cmnr... lại cắt cmn hết để có thời gian đọc slogan,1,0,0.144372323926534,vi
Toang cmnr top 4 chưa có mà lại thế lày :)),1,0,0.14441955578181187,vi
"Vũ khắc Tiệp phải dương tính coviD-19 thì mới thấy được giá trị của cuộc sống,thay đổi thái độ",1,0,0.14637688665610118,vi
Đây có lẽ là cách mạng của con cẩu mang tên Gờ Zờ :V,1,0,0.14814699892403085,vi
"Hongkong ủng hộ TQ trả đũa Mỹ, Hongkong ở đây là chỉ một mình bà Carrie Lam và bộ sậu tay sai TQ của bà ta, chứ không phải người dân Hongkong.",1,0,0.14890186818295081,vi
Chuyển a sang phòng tạm giam cho đỡ ngột ngạt =)),1,0,0.15040085204314296,vi
đíu tin được luôn =)))))))),1,0,0.1512773571520182,vi
nhà lắm tiền thì làm j có ích tí chứ đừng có giống mấy bạn hàn quốc là đc,1,0,0.1571908732175673,vi
Chắc trước đây may làm đi ha sao họ cứ gd đu may vậy,1,0,0.1613469599771816,vi
"Chia địa bàn là có thật,đất có Thổ công,sông có Hà bá.sợ nhất là những khu đất vàng dân ở bao đời cũng phải nhường cho ""giải toả"".còn lấn biển,phá rừng...thì bạt ngàn nơi nơi",1,0,0.16315745421175723,vi
CĐLCL,1,0,0.16443334109321933,vi
chán luôn,1,0,0.1647702470381723,vi
CHỊ BA  SỐNG LANG THANG NGOÀI ĐƯỜNG TỘI CHỊ BA QÚA,1,0,0.1653649606359158,vi
xộn lào quá hà :))) 1 chai bán 1tr giảm còn 300k hai chai :v hàng giả chính hãng nha cả nhà :v,1,0,0.1679815168985794,vi
"hà lội văn hiến phải khác người chứ, sống như chưa bao giờ được sống, hít thở ôxy thiên đường là vậy đấy",1,0,0.17134559731878474,vi
Nhìn khó chịu vch.,1,0,0.17206112259685122,vi
Giống mấy ông trong trại thương điên ngôi nghịch kiến ấy .nhưng đây nghịch alone,1,0,0.17683578636208633,vi
"Mỹ mà ... lúc có lợi thì họ dung hết xài rồi vứt,",1,0,0.17714910092039493,vi
"Thân Thị Bích Quyên cái này là những con người phá nc, bán ns",1,0,0.17898553414472476,vi
Nhật cũng có Nhật this Nhật that à 😞 đất nước văn minh con người được ca ngợi sống đẹp mà vẫn có một vài thành phần như thế thì bảo sao Việt Nam chả có chị N :)),1,0,0.1795388535300603,vi
Da.n ban khong trung. De bua nao qua Cali thu*? pho^?i ong Tr D coi trung khong. Co chem thi 1 nhat thi 8 Tr D cung di doi thoi.,1,0,0.18137776284982773,vi
Dui cùng em giây phút bóp dú bóp lồnn taoo nss mà cừ bò.,1,0,0.18163905545075001,vi
sao câu nao no cung chưi băc ky vây công an đâu  gô cô no lai chư,1,0,0.18746067987806014,vi
Tên ăn hô nói tục... Đô trưởng HN...,1,0,0.18751418623415592,vi
"Nguyễn Việt Nam ,  Ủa cứt 🐕‍🦺 vàng 👈 mới biết đó nghen. 🖕",1,0,0.18849130455658622,vi
thằng tập cận bình mà vào quán này ăn bảo đảm mai quán này dẹp chắc,1,0,0.19139847974981303,vi
Cường quyền ác bá !,1,0,0.19308825066399882,vi
Dân InDo m chọc mù,1,0,0.195159468859286,vi
Trả lại để ông khác còn ăn chứ chia sẻ cho nhau là hp mà dis@@,1,0,0.19585210355333507,vi
"Gia mà nói chuyện vô duyên, khoe khoang đu thu",1,0,0.19586144232609892,vi
D m thắm ơi cho em vào lại không sợ chó Đi em sai rồi. Hôm sau em k giám chúc mừng năm mới nữa huhu,1,0,0.19768692007078933,vi
Quá trời cái,1,0,0.2028691335435647,vi
Dong di troi danh khanh dam xe dung be dau . No banh xac . Do thu khau nghiep,1,0,0.205877942304014,vi
Luật pháp nhug cug phai co tinh nguoi chư,1,0,0.20615746800967175,vi
"Cách ly vẫn tranh thủ tạo chút scandal câu like, đánh bóng tên tuổi, xuất viện đăng đàn xin lỗi! sợ thật sự cái anh Tiệp này 🙏",1,0,0.20624915437090938,vi
Minh Thông 😂😂 có thể kiêng bú cu chứ ko thể bớt chuyện cười đc,1,0,0.2069715901858531,vi
Cái này là tiếp nối truyền thống cụ nhà nó nhé.,1,0,0.20735709341816225,vi
@Vh Fg vo van hoa vo hoc,1,0,0.21069441593928037,vi
Mong chị Nhung sớm khoẻ để đoàn tụ với tổ tiên 🙂,1,0,0.2125482642987068,vi
Nghe con cak,1,0,0.21431775252388152,vi
"Phải mang tiền theo, lì xì cho chúng! Thì trắng cũng thành đen",1,0,0.21490281047727047,vi
Si đa mà xông pha hiến máu là có thật :)),1,0,0.21688737498332425,vi
Cảm giác ông cố nội tiệp lúc này :))) trong đó thiếu quần xì của Ngọc Trinh hửi nên buồn phải rồi 🤣,1,0,0.21692940257171509,vi
Con nay het thuoc chua roi,1,0,0.21832256065846298,vi
Sời đcm nhìn quả mãnh thú chất ko?🙂,1,0,0.2216750952731442,vi
Đừng đụng đến Bắc kỳ,1,0,0.22405998560214826,vi
Hoang mang vailunnn,1,0,0.227221803370238,vi
tuyển để e dí l vào mạt ngkhac à,1,0,0.22786835935166314,vi
Anh cái lồnnnn gì cx giỏi mà giỏi nhất là bốc phéttt thôi anh Tiệp ak :))),1,0,0.22871383296597983,vi
"Ở Italy còn ko lo , ở việt nam lo gì hãy tin vào nhà nước , quân y , bệnh viện dịch tễ họ thật sự đẳng cấp trong chuyện này đã chữa cho 16 ng , chị nhung vài bữa nữa khỏe giờ đó , nếu ko khỏe thì mình ship cho chị nhung 1 lạng đinh",1,0,0.23131193328315103,vi
Nguyễn Trọng Hiệp cấy tội xl,1,0,0.2341775368944928,vi
D' Đức d hiểu nhìn cái hình là cừ ỉa,1,0,0.23433652826876614,vi
iu nhau ko liếm l...nửa🤣🤣,1,0,0.23755614337280254,vi
"Con này ko bị mới lạ, may mà về sớm đấy",1,0,0.23782991513674023,vi
dư luận viên vào ẳng nào :v,1,0,0.24219740707211881,vi
"Kính gửi Barack ,Ngài nên học cách sống đế vương như bọn anh đây.. Khaaaaaa. Khaaaa",1,0,0.24487033191691418,vi
"Chế độ tốt sinh ra con người tốt . Hết xả súng da đen , trẻ em , CS mỹ lại làm 3 cái trò này ..",1,0,0.2460962069865992,vi
"Chưa bao giờ nền giáo dục được như ngày hôm nay, học sinh nữ lột quần áo đánh nhau ngoài đường, học sinh nam đứng cổ vũ, thầy giáo giao cấu với học trò đến có thai, cô thì đánh học sinh đến nhập viện cấp cứu, học sinh ra đường như du côn, đánh nhau như phim kiếm hiệp, đấy gọi là hạnh phúc hả ông?",1,0,0.2468884315188095,vi
May giau qua ha sao may duoc tien cua chi minh hieu😡😠😈 sao may mat day qua da may,1,0,0.24692353425192196,vi
Đồ Uyển Đình Ngọc dcm=)) chai sting vô đầu nha,1,0,0.24876724516721962,vi
"Hồi nào tới giờ cứ ngỡ Lưu Vĩnh Phúc là anh hùng tàu giúp dân Nam diệt Pháp, không ngờ hắn là thổ phỉ còn ác hơn cả quân Pháp.",1,0,0.24883018331172868,vi
Súc sinh,1,0,0.250261153794569,vi
Bảo vệ thằng nào nhiều tiền hơn nhé. Hị hị,1,0,0.2510227376309206,vi
Nguyễn Đức bạn là chó. Cũng là món ăn,1,0,0.25376034590373286,vi
Đinhh Thị Hoàii Thuu ngủ mẹ m đi,1,0,0.26271347431350595,vi
Cái con này nghiệp nặng quá anh iu á 🤬🤬🤬🤬🤬,1,0,0.2634889395537417,vi
Bằng chứng thằng miền bắc nói là chiếm giùm sẽ trả lại xem nào. Việt tân nói thế à,1,0,0.2641687460356232,vi
V abe là con đỹ à,1,0,0.2704818479757321,vi
đầu trận hùng hổ vđ,1,0,0.2709997437317025,vi
Tóm lại là con gái hay trai... 😶😶😶...bực mình vl nhìn hoài ko ra 😑😑,1,0,0.27102393485130166,vi
"Tình yêu là khi bạn yêu 1 người thật lòng thì bạn sẽ yêu luôn cả vợ và con anh ấy, mù quán vcl 🤣",1,0,0.27178245646081023,vi
Bán dân để trá nợ,1,0,0.27357555604120926,vi
"Lâm Quốc Huy đại học là oke ông , còn cấp 3 thì coi chừng thầy cô nứng :))",1,0,0.2780907605378504,vi
lời nói đâu mất tiền mua  sau bà ăn nói ko có văn hóa dzay,1,0,0.27947649358564586,vi
Này thì đáng sống. Mịa nó.,1,0,0.2812089707220767,vi
Nguyen van Giang thắng tới nơi sủa bậy,1,0,0.28373787500525754,vi
K icm ca sĩ concac à,1,0,0.28494287675143454,vi
Vãi lìn 😂😂,1,0,0.28522865804827136,vi
Bạn bè mà 1 người có ý thức còn 1 ng thì....ý thức nhỏ như trái nho :),1,0,0.28831937384886935,vi
Bùi Đức HậuHậu nếu nó cười vào mặt bn thì chứng tỏ bn không phải là j của ngta thì vc Dell gì phải sợ chỉ là thích sai người thôi,1,0,0.29026887204372837,vi
Vẫn là dân khổ . Đảng cs muôn năm,1,0,0.29076795683632234,vi
"Virus này bọn Tầu sản xuất ra có tác dụng phụ kích thích ảo giác thì phải, thằng nào con nào bị cũng tìm cách đi du lịch",1,0,0.2950543221569704,vi
Nhai lại chán ko hả thằng ad?,1,0,0.29707647254601627,vi
"Chuyên gia kinh tế, bà Phạm Chi Lan nói nè , cho nên chúng ta hiểu rằng Vingroup và các tỷ phú bất động sản khác giàu lên chỉ nhờ mối quan hệ và bắt tay với quan chức nhà nước mà thôi",1,0,0.2976919846683725,vi
cơ quan điều tra việt nam giỏi nhất thế giới ....trừ tiền bẩn của quan tham !,1,0,0.3004748072610757,vi
Họ bị mù mà !!! Tiền che hàng cave đi rồi chúng cơ quan thiểu năng ko thấy đâu,1,0,0.3037527948073877,vi
